key_0,timestamp,hour,dayofweek,dayofyear,month,is_weekend,ambient_temp_C,occupancy_frac,solar_gain_kW,building_internal_gain_kW,building_heat_load_kW,return_air_temp_C,coil_deltaT_air_C,supply_air_temp_C,chilled_water_supply_temp_C,chilled_water_return_temp_C,chilled_water_deltaT_C,condenser_water_supply_temp_C,condenser_water_return_temp_C,setpoint_supply_air_temp_C,setpoint_chilled_water_supply_C,cooling_capacity_kW,COP,chiller_power_kW,evap_flow_m3s,cond_flow_m3s,pump1_power_kW,pump2_power_kW,total_power_kW,system_efficiency_kW_per_ton,comfort_violation_flag,daily_cluster,supply_minus_setpoint
2023-01-01,2023-01-01 00:00:00,0,6,1,1,1,20.66884771456958,0.1961753364820041,0.0,18.62780353501021,180.839591798502,24.086267967327505,8.661180962410912,15.425087004916591,6.568808523301588,9.930487706898592,3.361679183597005,27.318552066149977,30.68023124974698,14,6.5,72.35640685005532,5.216557614271521,34.66646113593356,0.0680839591798502,0.0817007510158202,3.1559812036007413,5.453535519822079,43.27597785935637,0.8416387839502808,1,3,1.4250870049165911
2023-01-01,2023-01-01 01:00:00,1,6,1,1,1,20.551507350592203,0.1861028583951647,0.0,17.671372689639643,160.3619077964457,24.076499264816825,8.746756606552214,15.32974265826461,5.9287131233176265,9.249436938910518,3.320723815592892,28.121345458901025,31.442069274493917,14,6.5,72.01409651330718,5.22242463247039,30.70640920299675,0.0660361907796445,0.0792434289355734,2.8796920049075805,4.9761077844803,38.56220899238463,0.8457325738377298,1,3,1.3297426582646104
2023-01-01,2023-01-01 02:00:00,2,6,1,1,1,21.81982209965904,0.2114953915432742,0.0,20.08251736879052,163.30457267025434,24.077903037711163,10.18620356971002,13.891699468001145,6.336132204048118,9.662741349388629,3.326609145340509,28.91019071145719,32.2367998567977,14,6.5,86.96924276604392,5.159008895017048,31.65425297637807,0.0663304572670254,0.0795965487204305,2.9183607364914,5.042927352657138,39.61554106552661,0.853177934023861,0,3,-0.10830053199885548
2023-01-01,2023-01-01 03:00:00,3,6,1,1,1,23.10937698033947,0.0247145217235231,0.0,2.346764192601571,157.03669281972006,24.07491299969581,7.2548320524444705,16.820080947251338,6.600356091756072,9.914429477395512,3.31407338563944,27.92870016422702,31.24277354986646,14,6.5,45.68058876699464,5.094531150983027,30.82456229351325,0.065703669281972,0.0788444031383664,2.8364091091054897,4.901314940534286,38.56228634315303,0.8636424942071762,1,3,2.8200809472513377
2023-01-01,2023-01-01 04:00:00,4,6,1,1,1,21.670030994403888,0.106694529849509,0.0,10.131165190988504,175.498739682478,24.08372015989627,9.575830367490973,14.507889792405296,6.669529448450896,10.020526927815853,3.3509974793649557,28.379953112137457,31.730950591502413,14,6.5,69.71524683268304,5.166498450279805,33.96860395321969,0.0675498739682478,0.0810598487618973,3.082290936286177,5.326198737902514,42.37709362740839,0.8492382256262758,0,3,0.5078897924052956
2023-01-01,2023-01-01 05:00:00,5,6,1,1,1,21.869848257187304,0.1302000049786431,0.0,12.363124521629157,180.91952179505097,24.08630609724288,10.460719197575113,13.625586899667764,6.438027618104695,9.799866661694796,3.361839043590102,28.15570671286698,31.51754575645708,14,6.5,79.10814348470427,5.156507587140635,35.08566965871056,0.0680919521795051,0.0817103426154061,3.157092862730456,5.455456466798224,43.69821898823924,0.8494751404203716,0,3,-0.3744131003322355
2023-01-01,2023-01-01 06:00:00,6,6,1,1,1,23.751346377065737,0.0781887893624899,0.0,7.424406314288992,188.9593873841065,24.09014144576947,9.945326391661032,14.144815054108436,6.611304440553503,9.989223215321717,3.3779187747682125,27.79349844326129,31.1714172180295,14,6.5,69.00331471451175,5.0624326811467135,37.32580743005642,0.0688959387384106,0.0826751264860927,3.2702493342432226,5.650990849572287,46.247047613871935,0.8607715589559977,0,3,0.14481505410843631
2023-01-01,2023-01-01 07:00:00,7,6,1,1,1,22.871419943289396,0.0517881810807671,12.985503699158665,4.917539992070095,176.60143899306684,24.084246193090397,11.3237890846419,12.760457108448492,6.481317397161287,9.83452027514742,3.353202877986134,27.171195294818503,30.52439817280464,14,6.5,74.97999578348158,5.10642900283553,34.58413676073876,0.0676601438993066,0.081192172679168,3.09741039359578,5.352325160133506,43.03387231446804,0.8570152643882246,0,3,-1.2395428915515083
2023-01-01,2023-01-01 08:00:00,8,6,1,1,1,21.434709983192278,0.0416782439738588,25.086066780779174,3.95755223032578,184.07788619495705,24.087812767735493,8.542696168457153,15.54511659927834,6.727241487016601,10.095397259406514,3.3681557723899136,28.083216163607798,31.45137193599771,14,6.5,55.52871191198499,5.1782645008403865,35.548181473751065,0.0684077886194957,0.0820893463433948,3.201228350193201,5.531722589133853,44.28113241307811,0.8460372178103719,1,3,1.5451165992783409
2023-01-01,2023-01-01 09:00:00,9,6,1,1,1,22.128907167517408,0.1099150176769755,35.47705586797508,10.436966193360892,194.54027762653035,24.092803761318315,9.892179468607756,14.20062429271056,6.49265188785798,9.88173244311104,3.389080555253061,28.402213958191865,31.791294513444925,14,6.5,72.40066578551657,5.14355464162413,37.82214658559596,0.069454027762653,0.0833448333151836,3.3503664335812213,5.789433197228348,46.96194621640553,0.8490024115220751,0,3,0.20062429271055926
